id,length
Q8IUM7,802
Q9GZP1,204
Q9GZP0,370
Q7Z7B1,504
Q7Z7B0,1213
Q7Z7B7,95
Q7Z7B8,93
Q9UNA2,894
Q9UNA3,340
Q9UNA0,930
Q9UNA1,814
H3BMG3,65
Q9UNA4,740
Q5TGP6,573
Q68DA0,458
P01861,327
P01860,377
P50851,2863
Q9UBC9,169
Q6UXS0,136
Q92902,700
Q9UBC0,465
Q9UBC1,381
Q9UBC2,864
Q9UBC3,853
Q6UXS9,341
Q92901,407
Q9UBC7,116
P80421,120
P80422,111
Q6IED9,249
Q5QJ74,424
Q6K0P9,492
Q5VWZ2,237
Q5VYZ4,796
Q12947,444
Q12946,379
Q9Y644,331
Q9Y646,472
Q9BV57,179
Q9BV51,526
Q12948,553
A3QJZ6,481
P48552,1158
A8K010,186
P62861,59
P51813,675
P51812,740
P51811,444
P51810,404
P51817,358
P51816,1311
P51815,510
Q92896,1179
Q8TAF3,677
Q8TAF7,563
Q8TAF5,88
Q8TAF8,219
O43567,381
O14498,428
O43566,566
P39880,1505
O14490,977
O14493,209
O14492,632
O14495,311
O14494,284
O14497,2285
O95922,423
P07098,398
O95926,243
Q9H1I8,757
O95925,133
P0C869,781
Q8NFW5,382
Q8NFW1,1626
P0C860,447
P0C862,333
Q8NFW8,434
P0C864,163
P0C866,280
Q562F6,1265
Q64ET8,278
P28370,1054
P43630,455
P43631,304
P43632,304
Q9H4Z2,1342
Q9H4Z3,704
Q9HAV9,1062
P05412,331
P05413,133
Q9HAV0,340
Q9HAV7,217
Q9HAV5,297
Q9HAV4,1204
Q6A163,491
Q6A162,431
Q14457,450
Q5VZV1,264
Q14451,532
Q9UE50,671
Q9H5X1,160
Q02985,330
Q9Y291,106
P11597,493
P19367,917
Q9NX52,303
Q9NX55,129
Q9NX57,234
Q9NX58,379
P0CJ85,424
P0CJ87,422
P0CJ86,424
P0CJ89,424
P0CJ88,424
Q96JU4,531
Q86WH2,238
A6NND4,320
Q96DX7,344
Q96DX4,576
Q96DX5,294
Q96DX8,246
P50336,477
Q9NR77,195
Q9NR71,780
Q5T4T1,132
P56470,323
Q96TC3,364
P58499,235
Q9P2T0,379
Q9P2T1,348
Q96TC7,470
Q96KQ7,1210
Q96KQ4,1090
Q96KQ0,398
Q03167,851
Q03164,3969
P13994,396
P13995,350
A4D263,438
Q03169,654
Q68CZ2,1445
Q8N8S7,591
Q68CZ1,1315
Q96NR7,200
Q96EF6,278
Q96NR2,134
Q96EF0,704
P55789,205
P17752,444
P55786,919
Q96EF9,292
F8WFD2,350
Q96NR8,316
P13667,645
P57789,538
Q5SQ96,1063
Q8N2H9,469
Q8N2H3,581
A5D8W1,941
Q8N2H4,156
P51170,649
P51172,638
P51178,756
Q8TE04,598
Q8TE05,570
Q8TE02,316
Q96R08,314
Q96R09,309
Q96R05,134
Q96R06,1193
Q8WVB6,975
Q8WVB3,486
Q9Y324,198
Q9Y2T6,319
Q08117,197
Q08116,209
Q9Y320,296
P21757,451
Q86U53,973
P21754,424
Q9H712,725
O60542,156
O60543,219
Q6UWU4,347
Q6UWU2,654
Q8NGH5,318
Q8NGH6,319
Q8NGH7,329
Q8NGH3,330
Q8NGH8,313
Q8NGH9,312
Q6NUS6,607
Q6NUS8,523
P35414,380
P35410,378
Q5TDA1,400
P41440,591
Q8N7P8,575
Q8N7P7,452
Q8N7P1,536
Q8N7P3,220
Q15722,352
Q68DY1,528
Q9P0L1,754
P36269,586
P36268,569
P27361,379
P26010,798
P26012,769
B7Z6Y0,651
Q96M94,604
Q96M95,316
Q96M96,766
Q96M91,514
Q96M93,576
Q63HK3,967
Q96M98,296
Q7JK51,383
Q63HK5,1081
Q6P531,493
Q9Y432,720
Q9BWN1,585
Q8NHP8,589
Q8NHP1,331
Q8NHP7,514
Q8NHP6,518
Q8IY18,1101
Q9NWX5,421
Q9NWX6,298
Q9NWX9,600
O14548,114
Q5VU57,503
Q8IZS8,1091
Q7L2E3,1194
Q9H5G5,286
Q6ZN28,852
Q9BYW2,2564
Q9BYW3,111
Q9BYW1,496
Q06250,92
Q8IZS7,167
Q49AA0,526
Q9NXJ0,267
Q9NQR4,276
Q9NQR7,707
Q9NQR1,393
Q9NXJ5,209
Q29963,366
Q2HZE5,266
Q9C009,403
Q9C000,1473
Q9C002,83
Q9C005,99
Q9C004,299
P17693,338
Q6RUI8,117
Q86WU2,507
O60469,2012
Q3SXR2,165
O60462,931
P09086,479
Q9NRP4,125
Q9NRP7,1315
Q9NRP0,149
Q9NRP2,79
Q9P2I4,408
Q9P2I0,782
A9UHW6,222
Q86VQ6,643
Q86VQ3,553
Q86VQ0,697
Q86VQ1,547
O95006,317
P08684,503
P08686,494
Q13474,957
A6NCK2,446
P59535,323
Q13477,382
Q96QU8,1125
Q96QU4,278
Q96QU6,501
Q96QU1,1955
P54252,364
P54253,815
P54257,671
P54259,1190
P05556,798
P14678,240
P14679,529
Q8TB69,540
Q8TB68,274
P14672,509
P59538,309
O75391,227
O15492,202
Q8IYD8,2048
O15496,165
O15498,198
O15499,205
Q99598,290
Q02218,1023
Q99595,171
Q99594,435
Q99590,1463
Q99593,518
Q99592,522
Q96RM6,1356
Q96RM1,72
Q96HI0,755
Q9Y5I4,1007
Q9Y5I7,305
Q9Y5I1,949
Q9Y5I0,950
Q9Y5I3,950
Q9Y5I2,948
Q16342,344
Q16347,604
P15104,373
Q8WUN7,234
Q6UWH6,196
P42768,502
Q6UWH4,519
Q8NI38,313
Q8NI33,618
Q8NI32,183
Q8NI30,1121
Q8NI37,304
Q8NI36,951
Q8NI35,1801
O14727,1248
Q96IM9,177
P08F94,4074
Q8NCB2,501
Q9UFT4,1473
Q9UFT2,1292
Q8N7M2,679
Q8N7M0,179
Q9UL18,857
B7ZAP0,253
P11912,226
Q8TDC3,778
Q04828,323
Q04826,362
Q15061,677
Q9NNX1,390
Q15063,836
Q9NNX5,298
Q9NNX6,404
P17612,351
O00584,256
O00585,134
O95229,277
O95221,314
O95222,327
O15131,536
O15130,113
Q8TCW7,415
Q92914,225
Q92915,247
Q92917,476
Q92911,643
Q9H2V2,298
Q92913,245
Q92918,833
A8MXJ8,464
P15927,270
P15924,2871
P15923,654
Q8TCC3,161
Q8IYL9,337
Q8TCC7,542
Q8IYL3,243
Q8IYL2,757
A4UGR9,3374
O43149,2961
O43148,476
O43143,795
Q15935,545
O43147,1006
Q14088,237
Q9UI08,416
Q86Z23,238
Q86Z20,511
Q9BSL1,405
Q99929,193
Q56UN5,1328
Q8IWV7,1749
Q8IWV6,683
Q8IWV2,1026
Q8IWV1,398
Q9H9E3,785
Q9H9E1,313
Q9H9E7,531
Q13191,982
Q13190,355
Q9HCY8,104
Q9HCY6,3487
Q17RH7,258
Q13449,338
P63241,154
P63244,317
Q13443,819
Q13442,181
Q13445,227
Q13444,863
P48751,1232
Q96BI3,265
Q96BI1,424
Q16626,185
Q16627,93
A8MT66,165
Q16625,522
Q16623,288
Q16620,822
Q16621,373
A8MT69,81
Q16629,238
Q06141,175
Q86UI5,804
Q6S8J7,498
Q6S8J3,1075
Q2M1P5,1343
P58753,221
Q969Q0,106
Q969Q1,353
Q969Q4,196
Q969Q5,203
Q969Q6,453
Q6IMI6,304
Q5T6M2,205
Q7Z4G1,85
Q7Z4G4,463
P49901,116
P49902,561
P49903,392
P49908,381
Q96IP4,442
Q5GH70,373
Q5GH72,579
Q5GH73,641
Q8WYL5,1049
Q5GH76,650
Q5GH77,459
Q8WYL9,198
Q86TM6,617
Q6AHY7,570
Q86TM3,631
Q5T7I6,540
Q53FT3,197
O75908,522
O75909,580
O75907,488
Q9H106,197
O75900,390
O75901,435
P08118,114
Q9H3P7,528
Q5T9M8,1820
Q6GTU5,822
Q96SF2,557
Q96SF7,602
Q9UKP4,1686
Q9UKP5,1117
Q9UKP6,389
Q9UKP3,347
Q5TBK1,243
Q8N9P0,234
Q8N9P6,203
P22392,152
Q96P14,392
Q96P16,312
Q96P11,429
Q8IV16,184
Q8IV13,435
A6NJ46,265
Q9UPJ9,508
O43462,519
O43463,412
P07357,584
P07355,339
P07359,652
P07358,591
A8MTL0,148
Q6P2M6,457
Q9UEP8,875
Q6P2M8,343
Q9UDX3,406
Q9UDX5,166
Q9UDX4,400
Q8N5Q1,922
Q8N5Q3,280
Q96A61,297
Q5U651,963
Q96A65,974
Q96A67,710
Q96A69,788
Q6UXT9,468
Q8NDM7,1665
Q9NUG6,133
Q9NUG4,571
Q5BJD5,291
A6NC51,233
A6NC57,917
P06400,928
P06401,933
Q1XH10,827
Q9H6D8,234
Q9H6D7,363
Q9H6D4,2715
Q9H6D3,395
P30085,196
P30084,290
P30086,187
Q96K80,434
Q96K83,1311
A8MWP4,228
A8MWP6,167
P33681,288
Q7Z7F0,614
Q9BUA3,381
B1AK53,854
Q9BUA6,226
A1L157,253
P08962,238
P52333,1124
C9JJ37,291
P31689,397
Q96H35,190
Q9H7B3,1180
Q9H7B2,306
Q9H7B4,428
Q9H7B7,122
Q5T292,105
A6NGN4,478
A6NGN9,336
P31358,61
P31350,389
Q9BVA1,445
Q9BVA0,655
Q9BVA6,458
P43080,201
Q1MX18,579
P07437,444
P07438,61
A6NMA1,111
P01178,125
P15498,845
P0DMN0,295
Q96JG6,964
P09769,529
Q9BXT6,1211
Q9BXT4,1180
Q9BXT5,2789
Q9BXT2,260
O14684,152
Q9BXT8,1623
Q86XR8,500
Q8N1P4,1079
Q86XR2,697
Q86XR5,153
Q86XR7,235
Q96LL4,319
Q96LL3,132
Q96LL9,226
Q96IW2,340
Q92643,395
Q4G0X9,1142
P49914,203
Q9NPQ1,575
Q4G0X4,260
Q9NPQ8,531
A6NKW6,160
Q96FC9,970
Q96FC7,376
Q86TP1,453
Q5JT82,389
A6NFH5,140
P61313,204
O95445,188
O95447,670
P11498,1178
Q99417,103
Q99418,400
P50748,2209
P50749,326
Q6ZNC4,412
Q96GC9,406
Q96GC5,212
Q96GC6,653
Q96GC2,198
P50747,726
Q6SA08,328
Q9BY89,1806
P19793,462
Q9NT26,2602
Q9NT22,766
Q9BY84,665
Q96PV8,1223
Q96PV4,448
Q96PV6,779
Q96PV7,902
Q96PV0,1343
Q06787,632
P0C629,311
P0C628,307
Q8NH79,312
P0C623,313
Q14957,1233
Q14954,304
Q8NH72,309
Q14953,304
Q8NH70,328
Q1X775,410
O14880,152
Q2Y0W8,1093
P15374,230
Q6ZTU2,488
P13232,177
P13236,92
Q96D46,503
Q96D42,359
O00287,272
Q5GJ75,292
Q8NAG6,615
Q5JRS4,329
Q9UJC3,728
Q9UJC5,107
Q9UJC6,638
Q6UVK1,2322
Q5VV11,94
Q5VV17,481
Q5VV16,416
P20674,150
P20671,130
O00425,579
Q15386,1083
O00421,344
O00423,815
O00422,153
O00429,736
Q15389,498
O75916,674
Q05923,314
Q05925,392
Q6IBI3,242
Q8N248,5058
O15304,175
O15305,246
O15303,877
G3V211,115
Q6PI77,547
Q6PI73,481
P28288,659
Q6PI78,240
Q9UH22,756
Q5BNF1,351
P79509,383
Q9NYA1,384
O43264,779
Q9NYA3,693
Q9NYA4,1195
O43261,78
Q7L3B6,337
Q6P0Q1,1019
Q14168,576
Q14166,644
Q14165,292
Q14164,716
Q6P0Q8,1798
Q14162,830
Q14161,759
Q14160,1630
Q53R41,847
Q4LDE5,3571
A6NMZ7,2263
A6NMZ5,311
A6NMZ2,147
Q0D2H9,430
P49366,369
P49368,545
Q9NZA1,410
Q9NZA6,158
Q9NSW2,1235
Q8IXQ5,586
Q8IUQ4,282
P63167,89
P63165,101
Q8IUQ0,354
Q9HDD2,800
E9PAV3,2078
P61457,104
A6NLX3,237
A6NKL6,621
A6NLX4,147
G3V0H7,640
H3BV60,316
Q9BRK5,362
Q9BRK4,669
Q9BRK0,252
Q9BRK3,442
P06727,396
P06729,351
Q75SP2,142
Q6ZR52,646
Q6ZR54,194
Q6SPF0,538
Q0VFX4,171
Q9BD21,266
Q9NW40,546
Q9NW43,1075
Q9NW42,1012
Q9HBZ2,717
Q8NF86,280
A6NJB7,356
P83593,109
Q8WWT9,602
Q9UP00,666
Q9Y2X0,877
Q9Y2X3,529
Q9Y2X7,761
Q9Y2X9,895
Q9Y2X8,147
E5RHQ5,1161
Q29XZ0,836
O95342,1321
Q9H808,572
Q08426,723
Q2WGJ6,581
Q2WGJ9,1857
Q2WGJ8,235
Q9Y4R7,772
Q9Y4R6,1219
Q9Y4R8,837
Q8WW22,397
Q6ZWC4,215
Q8WW27,367
Q9UIQ4,1822
Q9UIQ6,1025
Q96EH5,51
O60759,359
O60755,368
O60756,84
O60287,2271
O60285,661
Q9H379,93
Q5T1H1,3165
O60282,957
O60281,2723
O75718,401
O75717,1129
O75716,305
O75715,221
O75712,270
O75711,98
P29460,328
Q4LE45,1976
Q96Q91,983
Q68CY5,4024
Q9Y608,721
Q8WXS3,180
Q8WXS5,425
Q8WXS4,190
Q8WXS8,1223
Q9UNY1,885
Q9UNY4,1162
Q9UNY5,417
Q9Y606,427
Q8IW92,636
Q8IW93,802
Q70CQ1,688
Q70CQ4,1352
Q9GZX7,198
Q9GZX6,179
Q9GZX5,532
Q9GZX3,395
Q9GZX1,1210
Q9GZX9,223
A6NI61,221
Q5VXT5,272
Q9NR96,1032
P19961,511
Q6PIL6,250
Q8N1D5,194
Q8N1D0,253
Q8N1D9,763
Q9UHU1,43
Q9BQ69,325
Q1X8D7,754
Q9BQ65,265
Q9BQ64,796
Q9BQ67,446
A8MUK1,530
Q9BQ61,176
Q8TBH0,407
Q96B86,450
P09958,794
Q9H0E9,1235
Q9H0E7,712
Q9H0E6,450
Q7Z460,1538
Q9H0E3,1048
Q9H0E2,274
Q7Z465,357
B2RTY4,2548
Q68DW2,371
Q68DW5,2677
Q9UQI1,275
A2RRH5,827
Q5T319,152
Q9NZZ3,219
Q9NSJ3,4388
Q9NSJ1,428
O78046,261
P51854,596
P52272,730
Q59ER0,1502
O43915,354
Q9NTD4,1894
Q9Y6G4,396
C9JAL3,476
P05496,136
Q9H1A7,115
Q9H1A4,1944
Q9H1A3,318
P43320,205
Q5HYW3,569
H0YM25,854
Q5HY64,1035
P15516,51
P15514,252
P15515,57
Q6EIG7,209
A2A2Z9,1011
Q8N999,325
Q8N998,374
Q5SYB0,1578
B3SHH9,223
P53634,463
P16152,277
P16150,400
P16157,1881
Q16851,508
Q16850,503
Q16853,763
Q3B726,338
Q16854,277
A5YKK6,2376
B4DU55,563
A6NNL5,157
Q5R3K3,315
P20853,494
P20851,252
A6NNL0,878
Q1KHY5,821
Q6NWY9,871
P54368,228
Q86YQ8,564
Q86YQ2,179
P11511,503
P20585,1137
Q16270,282
P61129,1189
P49773,126
P49771,235
P49770,351
O15527,345
O15524,211
O95639,269
O15522,239
O15523,660
O15520,208
O95633,263
O95630,424
O95631,604
O15528,508
O15529,346
P05937,261
Q9NU86,1231
Q9BZ29,2069
Q9BZ26,2069
A0MZ66,631
Q9BZ23,570
Q8N8K9,716
Q9HBU3,2061
Q6NVU6,142
Q8WXL1,165
Q13733,1029
Q96EN8,888
Q96NZ8,548
Q96NZ9,151
Q96NZ5,660
Q9UN42,357
P51460,131
Q86SK9,330
Q52M58,125
Q3V5L5,792
Q86V25,355
Q86V24,386
Q86V21,672
Q86V20,835
Q08623,228
Q08629,439
P48426,406
P29279,349
P29274,412
P29275,332
Q6W5P4,371
Q01746,911
Q01740,532
P10266,1014
P10265,156
Q5T2R2,415
Q5T2R3,508
Q5T5F5,129
A8MVS1,300
O94769,699
Q9UGM3,2413
Q9UGM1,479
Q9UGM6,360
Q9UGM5,382
O94768,372
P16989,372
Q6ULP2,937
Q5JWD4,394
P32856,288
Q5VT28,67
P35499,1836
P35498,2009
O75554,376
O75556,95
Q5VT25,1732
O75553,588
Q8TAS8,736
Q8TAS1,419
Q15195,96
Q15198,375
Q147X5,513
O75084,574
Q147X3,362
O75081,653
Q32M78,642
Q5TA45,600
Q8NFB2,350
O43653,123
P61952,73
O43657,245
P61956,95
O00767,359
Q9H4G8,78
Q9HAE5,458
Q9H4G1,147
Q9H4G0,881
Q9H4G5,367
Q9H4G4,154
O00763,2458
Q6QEF8,472
Q9UF12,536
Q9UF13,600
Q9UF11,243
Q9UF17,963
B2RXF5,422
B2RXF0,380
Q30050,258
Q9BWF3,364
Q9BWF2,469
P60606,82
P60604,165
P60602,79
P60608,527
Q7Z668,1674
O15146,869
P22570,491
Q6UXF7,455
Q96M19,166
Q5VZC2,1447
Q96M15,143
Q96M11,299
Q8NA61,448
P47224,123
Q8NA66,436
Q9BPX3,1015
Q9BPX1,270
Q9BPX6,476
Q9BPX7,421
Q9BPX5,153
Q9NXB9,296
Q9NQZ8,489
Q9C086,356
Q9NXB0,559
Q9NQZ7,604
Q9NQZ6,224
Q9NQZ3,744
Q9NQZ2,479
Q3MIW9,517
Q9BZW2,595
Q9BZW5,370
Q8IWL3,235
Q9BZW7,698
Q9BZW8,370
A6NNW6,628
Q5UB37,472
Q3SXZ7,439
Q3SXZ3,478
Q08AE8,756
Q5TBC7,163
O76042,136
O76041,1014
Q9NRX4,125
Q9NRX5,453
Q53EZ4,464
Q9NRX7,1248
Q9NRX1,252
Q9NRX2,175
Q9NRX3,87
Q5SRD3,663
Q5SRD1,257
Q5SRD0,308
Q96T02,406
Q9P2A4,366
P01720,111
P01721,112
P01722,112
P08603,1231
A6NDA9,550
P83369,360
P18583,2426
Q8IZ13,594
Q8IZ16,206
Q99661,725
Q99666,1765
Q99665,862
P18054,663
Q6GVI5,1441
Q86VI4,370
Q86VI3,1631
Q86VI1,746
Q6ZMN8,369
Q6ZMN7,1036
P00451,2351
P00450,1065
Q6ZMN0,886
Q96RE7,527
Q96RE9,604
Q6IE81,842
Q8N4M7,172
Q8N4M1,653
Q96NW5,232
Q6FH47,317
Q9UGV2,375
P30954,320
P30953,314
Q9NR03,139
P82909,103
Q9Y5Q5,1042
Q9Y5Q6,135
Q9Y5Q1,647
Q9Y5Q0,445
Q9Y5Q3,323
Q9Y5Q9,886
